"tipo";"id";"Tipo";"Fecha";"Departamen";"Municipio";"Vereda";"Latitud";"Longitud";"geometry";"maxcurvatura";"litologia";"suelo";"totalcurvatura";"ugm_p";"plancurvatura";"tpi";"tri";"aspect";"mincurvatura";"procurvature";"pendiente";"cobertura";"altitud";"distancia_dren";"distance_falla";"distance_via"
"event";"id_010";"Deslizamiento";"19/11/2020";"VALLE DEL CAUCA";"JAMUNDI";"POTRERITO";3.247745;-76.610088;c(718432.5227, 851241.1694);-0.0124861560761929;28;34;0.000998400035314262;42;-0.0771761983633041;-2.77664971351624;4.12310552597046;50.4403305053711;-0.029113844037056;-0.0108514800667763;20.2430553436279;231;1227;650.120178222656;601.040771484375;70.7106781005859
"event";"id_011";"Deslizamiento";"1/11/2020";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.232517;-76.683433;c(710268.2788, 849576.2907);0.0424901582300663;23;26;0.00123904005158693;11;0;0.842639565467834;4.91934967041016;270;-0.00729015888646245;0.026993203908205;23.7494945526123;3132;1940;810.189025878906;2000.97631835938;0
"event";"id_012";"Flujo";"22/10/2020";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.318556;-76.718403;c(706402.6105, 859110.4722);0.262632578611374;17;12;0.0505036786198616;37;-0.00211189221590757;10.3705587387085;28.4604988098145;182.04541015625;-0.0898325741291046;0.00870957225561142;68.5532608032227;31111;3251;450.693908691406;164.411834716797;6237.81298828125
"event";"id_013";"Flujo";"22/10/2020";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.316456;-76.718394;c(706402.9913, 858878.0088);0.000542527355719358;17;12;0.00289792008697987;37;-0.0222537107765675;-19.3248729705811;7.28010988235474;174.093856811523;-0.0613425262272358;-0.0272523835301399;33.0702781677246;31111;3022;404.853363037109;100.778221130371;6000.32568359375
"event";"id_014";"Flujo";"22/10/2020";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.313081;-76.720547;c(706162.4673, 858505.0501);0;14;14;0;37;0;-6.69543170928955;0;-1;0;0;0;31111;2924;45.0693893432617;230.488616943359;5632.994140625
"event";"id_015";"Deslizamiento";"18/8/2020";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.341131;-76.715049;c(706782.4365, 861608.4225);0.0327128358185291;17;12;0.000957440002821386;39;0.0522488467395306;2.29949235916138;3.25576400756836;266.987213134766;-0.00391283724457026;0.0120235336944461;16.2357921600342;321113;3542;676.040893554688;446.689208984375;7774.517578125
"event";"id_016";"Deslizamiento";"18/8/2020";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.293601;-76.6743;c(711301.8557, 856335.1711);0;14;13;0;11;0;10.6091365814209;0;-1;0;0;0;31111;2745;249.060729980469;1060.80749511719;4669.5322265625
"event";"id_017";"Deslizamiento";"1/4/2020";"VALLE DEL CAUCA";"JAMUNDI";"VILLA COLOMBIA";3.199172;-76.677328;c(710938.1093, 845883.5331);0.0425415299832821;18;29;0.00124415999744087;42;0;-0.837563455104828;4.91934967041016;358.726959228516;-0.00734153157100081;0.026993203908205;23.7494945526123;231;1569;404.853363037109;1660.43103027344;100
"event";"id_018";"Deslizamiento";"2/1/2020";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.282942;-76.634503;c(715726.2241, 855143.8981);0.00800000037997961;23;25;6.65600018692203e-05;9;0.141421362757683;2.31472086906433;0.63245552778244;315;-0.0015999999595806;-0.00159235065802932;3.2376880645752;3231;1739;218.660690307617;1571.47424316406;1707.74890136719
"event";"id_019";"Reptaci<f3>n";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"POTRERITO";3.206695;-76.606278;c(718845.0901, 846696.4634);0.030499804764986;12;56;0.000747520010918379;20;0.00427442789077759;5.42131996154785;3.60555124282837;110.556045532227;-0.0208998061716557;0.00708760460838675;17.8740081787109;112;1173;661.910095214844;197.642349243164;12.5
"event";"id_020";"Reptaci<f3>n";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.196602;-76.600699;c(719463.0295, 845577.787);0.00351841584779322;12;58;0.0027443200815469;24;-0.0134339155629277;-8.1573600769043;7.21110248565674;356.185913085938;-0.0611184164881706;-0.0290421079844236;32.821231842041;231;1064;100;727.366821289062;185.825866699219
"event";"id_021";"Deslizamiento";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"POTRERITO";3.206663;-76.600494;c(719488.5773, 846691.3335);0.0165575500577688;12;56;0.00027647998649627;20;0;-1.28934013843536;1.34164083003998;225;-0.00695755053311586;0.00939631089568138;6.8427734375;112;1119;659.663757324219;399.413635253906;348.209716796875
"event";"id_022";"Reptaci<f3>n";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.256413;-76.583501;c(721392.6939, 852193.2032);0.00386274163611233;12;59;1.02399999377667e-05;20;0;6.56345176696777;0.447213590145111;270;-0.000662741716951132;0.00319233536720276;2.29061007499695;243;1001;249.060729980469;538.516479492188;742.988037109375
"event";"id_023";"Reptaci<f3>n";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"POTRERITO";3.234711;-76.590605;c(720596.4216, 849793.0997);0.00717644998803735;12;56;0.000266240007476881;20;0.012068685144186;6.02030467987061;2.28035092353821;348.690063476562;-0.0199764501303434;-0.0143564436584711;11.5279731750488;242;1060;162.5;517.958740234375;431.747894287109
"event";"id_024";"Deslizamiento";"25/12/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.193343;-76.600281;c(719508.6484, 845216.9501);0;12;58;0;20;0;3.97969532012939;0;-1;0;0;0;231;1182;187.5;893.37841796875;87.5
"event";"id_025";"Flujo";"22/9/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.300682;-76.694401;c(709067.64, 857124.8407);0.14197039604187;17;12;0.0136908795684576;39;-0.00751418434083462;14.1624364852905;16.1554946899414;97.2142639160156;-0.036370400339365;0.0214611571282148;55.3149948120117;31111;3393;700.4462890625;400.195251464844;4988.7529296875
"event";"id_026";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.263069;-76.740779;c(703896.8068, 852974.8743);0.0270391926169395;14;14;0.000501759990584105;34;0;-2.22842645645142;3.13049507141113;90;-0.00463919201865792;0.020002219825983;15.6422462463379;31111;2794;212.5;558.037841796875;2564.45043945312
"event";"id_027";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.264377;-76.741977;c(703763.9004, 853120.0197);0.0115882251411676;14;14;9.2160000349395e-05;34;0;9.58883285522461;1.34164083003998;270;-0.0019882251508534;0.00939631089568138;6.8427734375;31111;2860;88.3883514404297;652.159851074219;2711.54931640625
"event";"id_028";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.260675;-76.733653;c(704688.9467, 852707.7696);-0.0636861547827721;14;14;0.0105011202394962;34;-0.050221111625433;-26.2994918823242;14.2337627410889;43.7939529418945;-0.0803138464689255;-0.0188704393804073;51.8510627746582;31111;2815;450.867218017578;154.616455078125;1781.32678222656
"event";"id_029";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.241625;-76.776419;c(699925.0791, 850611.5788);0.00596467545256019;14;14;0.00082944001769647;42;0;1.38578677177429;4.02492237091064;90;-0.0347646735608578;-0.0239886306226254;19.7988758087158;31111;2530;106.066017150879;977.001159667969;6087.5126953125
"event";"id_030";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.224094;-76.7388;c(704105.6439, 848659.866);0.0272000003606081;14;14;0.0010291199432686;19;0.0575999990105629;1.39593911170959;4.4721360206604;126.573028564453;0.0175999999046326;0.0174169428646564;21.8014087677002;31111;2298;12.5;712.5;2532.59985351562
"event";"id_031";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"AMPUDIA";3.1894;-76.647221;c(714285.1217, 844793.4403);0.000662741716951132;18;29;1.02399999377667e-05;7;0;-1.30456852912903;0.447213590145111;0;-0.00386274163611233;-0.00319233536720276;2.29061007499695;2222;1245;0;27.9508495330811;540.832702636719
"event";"id_032";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.236687;-76.752227;c(702615.357, 850057.8069);0.0603976994752884;14;14;0.00272896001115441;34;0.00882995687425137;5.89340114593506;6.72309446334839;264.400665283203;-0.00919770076870918;0.0288832634687424;31.0198345184326;31111;2486;499.061614990234;1616.17797851562;3431.3125
"event";"id_033";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.233711;-76.748588;c(703019.38, 849727.302);0.0512592196464539;14;14;0.00202240003272891;34;-0.0200504120439291;6.07106590270996;6.21288967132568;325.437469482422;-0.0352592170238495;0.018127229064703;29.0608291625977;31111;2692;984.330383300781;1863.63220214844;3079.21459960938
"event";"id_034";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.232789;-76.749912;c(702871.7972, 849625.626);0.00927838403731585;14;14;0.00200703996233642;34;0;-6.60913705825806;6.26099014282227;270;-0.0540783852338791;-0.0297566000372171;29.2488269805908;31111;2662;883.264526367188;1958.99365234375;3247.35473632812
"event";"id_035";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.232196;-76.749026;c(702970.2049, 849559.7226);0.0772548317909241;14;14;0.00409599998965859;34;0;10.964467048645;8.9442720413208;270;-0.0132548343390226;0.0304729286581278;38.6598091125488;31111;2737;1000.70288085938;1901.02770996094;3165.265625
"event";"id_036";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.231681;-76.746908;c(703205.7132, 849502.0934);0.0347646735608578;14;14;0.00082944001769647;34;0;-8.71065998077393;4.02492237091064;90;-0.00596467545256019;0.0239886306226254;19.7988758087158;3132;2684;845.946228027344;1660.61926269531;2953.73168945312
"event";"id_037";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.229826;-76.747291;c(703162.5592, 849296.8606);0.0568155832588673;14;14;0.00390656013041735;34;0.0162522289901972;4.01522827148438;8.5906925201416;133.939086914062;-0.0664155855774879;-0.0110126798972487;37.5377731323242;31111;2647;851.927978515625;1699.310546875;3065.05004882812
"event";"id_038";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.229904;-76.745722;c(703337.156, 849305.0365);0.0161766931414604;14;14;0.000424959987867624;34;0;-12.9543151855469;0.447213590145111;145.304840087891;-0.0129766939207911;0.00319233536720276;2.29061007499695;31111;2563;679.153869628906;1525;2901.53515625
"event";"id_039";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.203168;-76.718273;c(706383.5623, 846337.5071);0.0741685405373573;14;14;0.003819519886747;19;-0.0153918201103806;10.3197965621948;8.63712882995605;111.250503540039;-0.0389685407280922;0.0233377292752266;37.6871032714844;31111;2458;850;1034.18139648438;1352.37060546875
"event";"id_040";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.234523;-76.749958;c(702867.1845, 849817.5902);0.00513499649241567;14;14;0.00246272003278136;34;-0.0197989903390408;-13.3502540588379;6.32455539703369;271.218872070312;-0.0563349947333336;-0.0263754017651081;29.496208190918;31111;2569;815.666931152344;1928.24401855469;3209.9697265625
"event";"id_041";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.255689;-76.740277;c(703950.4993, 852157.7795);-0.0326869413256645;14;14;0.0137727996334434;34;-0.0588811598718166;-18.329948425293;15.601282119751;23.9624881744385;-0.117713056504726;-0.0134864943102002;54.3734970092773;31111;2975;173.655548095703;654.312622070312;2498.81225585938
"event";"id_042";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.278903;-76.735545;c(704483.7856, 854726.1104);0;14;14;0;37;0;-19.7258892059326;0;-1;0;0;0;31111;2773;100.778221130371;355.536560058594;2706.12719726562
"event";"id_043";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.320989;-76.738346;c(704184.6144, 859385.7454);0.0270391926169395;17;12;0.000501759990584105;39;0;-16.0406093597412;3.13049507141113;180;-0.00463919201865792;0.020002219825983;15.6422462463379;3221;3670;898.001281738281;648.556091308594;6898.42578125
"event";"id_044";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.329304;-76.719386;c(706296.4326, 860300.5212);0.0438093319535255;17;12;0.00192512001376599;39;0.0333919487893581;7.56345176696777;6;118.300758361816;0.0137906698510051;0.0271455012261868;28.2205123901367;31111;3427;213.965530395508;573.503479003906;7426.77783203125
"event";"id_045";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.339861;-76.717986;c(706455.3189, 861468.7169);0.0146363899111748;17;12;0.00412160018458962;39;-0.00908773951232433;-7.70050764083862;7.61577320098877;168.274887084961;-0.0722363889217377;-0.0290223825722933;34.2617301940918;3221;3523;467.038543701172;561.526916503906;8060.39697265625
"event";"id_046";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.236661;-76.750647;c(702791.147, 850054.4651);0.0134449992328882;14;14;0.000148480001371354;34;0.0075894664041698;-2.58375644683838;1.41421353816986;273.814086914062;-0.00704499892890453;0.0053120031952858;7.20912075042725;31111;2535;680.073547363281;1801.95202636719;3247.4267578125
"event";"id_047";"Deslizamiento";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.242533;-76.741786;c(703778.765, 850701.8863);0.0688726529479027;14;14;0.00359423994086683;34;0.0191946923732758;5.33502531051636;8.16088199615479;275.194427490234;-0.00167265231721103;0.0280281957238913;36.1268844604492;31111;2884;1215.84594726562;1013.73382568359;2227.24609375
"event";"id_048";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.242767;-76.753683;c(702455.1339, 850731.2817);0.0839784890413284;14;14;0.00664064008742571;34;0.0221880078315735;-6.24873113632202;9.67470932006836;287.676116943359;-0.0647784918546677;2.00347631815166e-18;40.8706932067871;31111;2448;225.346954345703;1323.82019042969;3552.19995117188
"event";"id_049";"Flujo";"22/8/2019";"VALLE DEL CAUCA";"JAMUNDI";"SAN ANTONIO";3.310504;-76.696228;c(708867.2496, 858212.608);0.114643670618534;24;11;0.00949248019605875;39;0.0102459276095033;43.0101509094238;13.483323097229;266.987213134766;-0.0090436739847064;0.0242493916302919;50.3345565795898;321113;3776;1123.67980957031;861.049499511719;5730.19677734375
"event";"id_050";"Flujo";"10/6/2019";"VALLE DEL CAUCA";"JAMUNDI";"JAMUNDI";3.224816;-76.621306;c(717178.1428, 848706.3633);0.0181796662509441;28;34;0.000778239977080375;42;-0.0076067172922194;-8.26903533935547;3.40587735176086;280.007965087891;-0.0309796668589115;-0.00917623564600945;16.9423580169678;244;1245;500;0;1236.23669433594
